name,country,primary_fuel,commissioning_year,extracted_gdp
Choctaw County,USA,Gas,2003,11456442041000.0
Cholla,USA,Coal,1978,2351599000000.0
Chopin Wind LLC,USA,Wind,2016,18695110842000.0
Chouteau,USA,Gas,2005,13039199193000.0
Chowan Jehu Solar,USA,Solar,2018,20533057312000.0
Chowchilla II,USA,Gas,2001,10581929774000.0
Christiana,USA,Oil,1973,1425376000000.0
Christmas Tree Shops DC Burlington NJ,USA,Solar,2011,15599728123000.0
Chuck Lenzie Generating Station,USA,Gas,2006,13815586948000.0
Chuckawalla Solar,USA,Solar,2012,16253972230000.0
Chuckawalla Valley State Prison,USA,Solar,2006,13815586948000.0
Chula Vista Energy Center,USA,Gas,2001,10581929774000.0
Church Hill,USA,Solar,2016,18695110842000.0
Church Road Solar LLC,USA,Solar,2018,20533057312000.0
Church Street Plant,USA,Oil,1989,5641580000000.0
Cibola,USA,Solar,2015,18206020741000.0
Cimarron Bend Wind Project I  LLC,USA,Wind,2017,19477336549000.0
Cimarron Bend Wind Project II  LLC,USA,Wind,2017,19477336549000.0
Cimarron River,USA,Gas,1964,685800000000.0
Cimarron Solar Facility,USA,Solar,2011,15599728123000.0
Cimarron Wind Energy LLC,USA,Wind,2012,16253972230000.0
Cimarron Windpower II,USA,Wind,2012,16253972230000.0
Cinnamon Bay Edgeboro Landfill,USA,Waste,2011,15599728123000.0
Cirrus Solar LLC,USA,Solar,2015,18206020741000.0
Cirrus Wind 1 LLC,USA,Wind,2013,16843190993000.0
Cisco,USA,Wind,2008,14769857911000.0
Citizen B,USA,Solar,2016,18695110842000.0
Citizens Agawam Landfill Solar,USA,Solar,2017,19477336549000.0
Citizens Imperial Solar,USA,Solar,2019,21380976119000.0
Citrus Ridge Solar,USA,Solar,2019,21380976119000.0
Citrus Solar Energy Center Hybrid,USA,Solar,2017,19477336549000.0
City & County of Denver at Denver Int'l,USA,Solar,2011,15599728123000.0
City Light & Water,USA,Oil,1987,4855215000000.0
City Power Plant,USA,Hydro,1982,3343789000000.0
City West Diesel Plant,USA,Oil,2011,15599728123000.0
City of Boulder WWTP,USA,Solar,2010,15048964444000.0
City of Gallup Solar,USA,Solar,2018,20533057312000.0
City of Havre De Grace C,USA,Solar,2016,18695110842000.0
City of Hayward WWTP,USA,Biomass,2012,16253972230000.0
City of Lexington,USA,Solar,2017,19477336549000.0
City of Madera WWTP,USA,Solar,2009,14478064934000.0
City of Palo Alto,USA,Gas,2002,10929112955000.0
City of Pratt Solar,USA,Solar,2019,21380976119000.0
City of Rio Rancho WWTP,USA,Solar,2019,21380976119000.0
City of Rochester Solar,USA,Solar,2018,20533057312000.0
City of Soledad Water Reclamation,USA,Wind,2014,17550680174000.0
City of Truth or Consequences PV,USA,Solar,2015,18206020741000.0
City of Tulare Water Facility,USA,Solar,2011,15599728123000.0
City of West Plains Power Station,USA,Gas,2000,10250947997000.0
CityCenter Central Plant Cogen Units,USA,Gas,2010,15048964444000.0
Civic Center,USA,Gas,1989,5641580000000.0
Claire Solar Farm,USA,Solar,2014,17550680174000.0
Clara City Solar,USA,Solar,2019,21380976119000.0
Clarence Cannon,USA,Hydro,1984,4037613000000.0
Clarendon Solar Farm,USA,Solar,2014,17550680174000.0
Clark (NVE),USA,Gas,1996,8073122000000.0
Clark (SD),USA,Oil,1970,1073303000000.0
Clark University,USA,Gas,2013,16843190993000.0
Clarke Solar Power Facility,USA,Solar,2017,19477336549000.0
Clarkson Solar,USA,Solar,2014,17550680174000.0
Clarkstown Landfill Solar Facility,USA,Solar,2015,18206020741000.0
Claude Vandyke,USA,Gas,2001,10581929774000.0
Clay Boswell,USA,Coal,1977,2081826000000.0
Clay Center,USA,Gas,1980,2857307000000.0
Clayville,USA,Gas,2015,18206020741000.0
Clean Energy Future-Lordstown  LLC,USA,Gas,2018,20533057312000.0
Clean Fuel Dane Community Digester,USA,Biomass,2011,15599728123000.0
Clear Garden CSG,USA,Solar,2019,21380976119000.0
Clear Lake Hydro Project,USA,Hydro,1985,4338979000000.0
Clear Spring Ranch PV Project,USA,Solar,2016,18695110842000.0
Clearwater Paper APP CB,USA,Biomass,1977,2081826000000.0
Clearwater Paper IPP Lewiston,USA,Biomass,1983,3634038000000.0
Clearwater Power Plant,USA,Gas,2005,13039199193000.0
Cleary Flood Hybrid,USA,Gas,1974,1545243000000.0
Clement Dam Hydro LLC,USA,Hydro,1985,4338979000000.0
Cleveland Cnty Generating Facility,USA,Gas,2013,16843190993000.0
Cleveland Peaking,USA,Oil,2000,10250947997000.0
Cleveland Thermal,USA,Gas,2017,19477336549000.0
Clewiston Sugar House,USA,Waste,2005,13039199193000.0
Clif Bar Bakery of Twin Falls,USA,Solar,2019,21380976119000.0
Clifton,USA,Gas,1974,1545243000000.0
Clifton Dam 3 Power Station,USA,Hydro,1986,4579631000000.0
Cline Solar Farm  LLC,USA,Solar,2017,19477336549000.0
Clinton Battery,USA,Storage,2016,18695110842000.0
Clinton LFGTE,USA,Waste,2006,13815586948000.0
Clinton LFGTE Facility,USA,Waste,2008,14769857911000.0
Clinton Power Station,USA,Nuclear,1987,4855215000000.0
Clipperton Holdings,USA,Solar,2017,19477336549000.0
Cloud County Wind Farm,USA,Wind,2009,14478064934000.0
Clover,USA,Coal,1995,7639749000000.0
Cloverdale Solar Center,USA,Solar,2019,21380976119000.0
Cloverdale Solar I,USA,Solar,2014,17550680174000.0
Clyde Solar Array,USA,Solar,2016,18695110842000.0
Co-Gen II LLC,USA,Waste,1987,4855215000000.0
Co-Gen LLC,USA,Waste,1986,4579631000000.0
CoServ Community Solar Station,USA,Solar,2015,18206020741000.0
CoTAL Solar Farm,USA,Solar,2018,20533057312000.0
Coachella,USA,Gas,1974,1545243000000.0
Coal Creek,USA,Coal,1979,2627333000000.0
Coalinga 25D Cogen,USA,Gas,1987,4855215000000.0
Coalinga 6C Cogen,USA,Gas,1989,5641580000000.0
Coalinga Cogeneration,USA,Gas,1991,6158129000000.0
Coalinga Cogeneration Facility,USA,Gas,1988,5236438000000.0
Coastal Energy Project,USA,Wind,2010,15048964444000.0
Coats Solar Farm  LLC,USA,Solar,2016,18695110842000.0
Coca Cola American Canyon,USA,Gas,2011,15599728123000.0
Coffeyville,USA,Gas,1976,1873412000000.0
Coffin Butte,USA,Waste,2001,10581929774000.0
Cogeneration 1,USA,Gas,2002,10929112955000.0
Cogeneration 2,USA,Gas,2002,10929112955000.0
Cogenra - TEP,USA,Solar,2014,17550680174000.0
Cogentrix of Alamosa,USA,Solar,2012,16253972230000.0
Coggon,USA,Oil,2003,11456442041000.0
Cohalan,USA,Solar,2012,16253972230000.0
Cohasse Solar  LLC CSG,USA,Solar,2017,19477336549000.0
Cohen Farm Solar  LLC,USA,Solar,2016,18695110842000.0
Cohocton Wind Project,USA,Wind,2009,14478064934000.0
Coit GT,USA,Gas,1969,1019900000000.0
Colbeck's Corner  LLC,USA,Wind,2016,18695110842000.0
Colbert,USA,Gas,1972,1279110000000.0
Colby,USA,Gas,1970,1073303000000.0
Colby City of,USA,Oil,1976,1873412000000.0
Colchester 16,USA,Oil,1965,743700000000.0
Cold Canyon 1,USA,Waste,2013,16843190993000.0
Cold River Road Solar,USA,Solar,2017,19477336549000.0
Cold Springs Windfarm,USA,Wind,2013,16843190993000.0
Coldwater Peaking Plant,USA,Gas,2015,18206020741000.0
Coleman Falls,USA,Hydro,1983,3634038000000.0
Coleman PH,USA,Hydro,1979,2627333000000.0
Coleto Creek,USA,Coal,1980,2857307000000.0
Colfax,USA,Oil,1969,1019900000000.0
Colgate,USA,Hydro,1969,1019900000000.0
Colgreen North Shore Solar Farm,USA,Solar,2019,21380976119000.0
College of New Jersey,USA,Gas,1996,8073122000000.0
Colleton Solar Farm,USA,Solar,2014,17550680174000.0
Collierville Powerhouse,USA,Hydro,1989,5641580000000.0
Collins Facility,USA,Hydro,1985,4338979000000.0
Collins Pine Project,USA,Waste,1986,4579631000000.0
Collinwood,USA,Oil,1971,1164850000000.0
Collinwood BioEnergy Facility,USA,Biomass,2011,15599728123000.0
Colon PV,USA,Solar,2016,18695110842000.0
Colonial Pipeline Allentown Chesterfield,USA,Solar,2018,20533057312000.0
Colonial Pipeline Woodbury West Deptford,USA,Solar,2018,20533057312000.0
Colonial Trail West,USA,Solar,2020,21060473613000.0
Colonie LFGTE Facility,USA,Waste,2008,14769857911000.0
Colorado Bend Energy Center,USA,Gas,2004,12217193198000.0
Colorado Bend II,USA,Gas,2017,19477336549000.0
Colorado Energy Nations Company,USA,Gas,1980,2857307000000.0
Colorado Green Holdings LLC,USA,Wind,2004,12217193198000.0
Colorado Highlands Wind,USA,Wind,2013,16843190993000.0
Colstrip,USA,Coal,1982,3343789000000.0
Colstrip Energy LP,USA,Coal,1990,5963144000000.0
Colton Solar,USA,Solar,2018,20533057312000.0
Colton Solar One  LLC,USA,Solar,2015,18206020741000.0
Colton Solar Two  LLC,USA,Solar,2015,18206020741000.0
Columbia (MO),USA,Gas,1976,1873412000000.0
Columbia (WI),USA,Coal,1976,1873412000000.0
Columbia Bryson,USA,Solar,2019,21380976119000.0
Columbia Energy Center,USA,Gas,2001,10581929774000.0
Columbia Energy Center (SC),USA,Gas,2004,12217193198000.0
Columbia Flooring Melbourne,USA,Waste,1980,2857307000000.0
Columbia Generating Station,USA,Nuclear,1985,4338979000000.0
Columbia Solar Energy  LLC,USA,Solar,2015,18206020741000.0
Columbia University - Johnson Farms,USA,Solar,2018,20533057312000.0
Columbia University - Minisink,USA,Solar,2018,20533057312000.0
Columbus MS,USA,Biomass,1986,4579631000000.0
Columbus Solar Project,USA,Solar,2018,20533057312000.0
Colusa Generating Station,USA,Gas,2011,15599728123000.0
Colver Power Project,USA,Coal,1995,7639749000000.0
Com Adam 1WF-1,USA,Wind,2007,14474226905000.0
Comanche (CO),USA,Coal,1992,6520327000000.0
Comanche (OK),USA,Gas,1973,1425376000000.0
Comanche Peak,USA,Nuclear,1991,6158129000000.0
Comanche Solar,USA,Solar,2016,18695110842000.0
Combie South,USA,Hydro,1984,4037613000000.0
Combine Hills I,USA,Wind,2004,12217193198000.0
Combined Locks,USA,Hydro,1988,5236438000000.0
Combined Locks Energy Center,USA,Gas,2002,10929112955000.0
Combustion Turbine Project No 2,USA,Gas,1996,8073122000000.0
Comer Solar,USA,Solar,2018,20533057312000.0
Commerce ESS,USA,Storage,2019,21380976119000.0
Commerce Solar,USA,Solar,2020,21060473613000.0
Commonwealth Chesapeake,USA,Oil,2000,10250947997000.0
Community Foodbank of NJ,USA,Solar,2012,16253972230000.0
Community Solar 1,USA,Solar,2014,17550680174000.0
Community Wind North LLC,USA,Wind,2011,15599728123000.0
Community Wind South,USA,Wind,2013,16843190993000.0
Conception,USA,Wind,2008,14769857911000.0
Concord,USA,Gas,1993,6858559000000.0
Concord Energy,USA,Waste,2012,16253972230000.0
Concord Farm,USA,Solar,2011,15599728123000.0
Concord Solar Farm,USA,Solar,2014,17550680174000.0
Condon Windpower LLC,USA,Wind,2002,10929112955000.0
Conejos 1 Community Solar Array,USA,Solar,2017,19477336549000.0
Conemaugh,USA,Coal,1970,1073303000000.0
Conemaugh Hydro Plant,USA,Hydro,1989,5641580000000.0
Conesville,USA,Coal,1973,1425376000000.0
Conetoe II Solar  LLC,USA,Solar,2016,18695110842000.0
Conetoe Solar,USA,Solar,2016,18695110842000.0
Conn Mun Electric Energy Coop,USA,Solar,2017,19477336549000.0
Connell East LLC,USA,Solar,2013,16843190993000.0
Conrath DPC Solar,USA,Solar,2017,19477336549000.0
Constellation New Energy Inc,USA,Solar,2012,16253972230000.0
Consumer Operations LLC,USA,Gas,1975,1684904000000.0
Cookstown,USA,Solar,2019,21380976119000.0
Coolidge Generation Station,USA,Gas,2011,15599728123000.0
Coolidge Solar 1  LLC,USA,Solar,2019,21380976119000.0
Coon Rapids II,USA,Oil,2001,10581929774000.0
Cooper,USA,Coal,1967,861700000000.0
Cooper Farms VW Project,USA,Wind,2012,16253972230000.0
Cooper Lake,USA,Hydro,1961,563300000000.0
Cooper Nuclear Station,USA,Nuclear,1974,1545243000000.0
Cooperative Solar One,USA,Solar,2017,19477336549000.0
Coopersville,USA,Waste,1997,8577554457000.0
Cope,USA,Gas,1996,8073122000000.0
Copenhagen Plant,USA,Hydro,1984,4037613000000.0
Copenhagen Wind Farm,USA,Wind,2019,21380976119000.0
Copper,USA,Gas,1980,2857307000000.0
Copper Dam Plant,USA,Hydro,2015,18206020741000.0
Copper Mountain Solar 2,USA,Solar,2013,16843190993000.0
Copper Mountain Solar 3,USA,Solar,2014,17550680174000.0
Copper Mountain Solar 4  LLC,USA,Solar,2016,18695110842000.0
Copperfield,USA,Solar,2019,21380976119000.0
Coral Farms Solar Energy Center,USA,Solar,2018,20533057312000.0
Coralville GT,USA,Gas,1970,1073303000000.0
Coram Energy LLC,USA,Wind,2005,13039199193000.0
Coram Energy LLC (ECT),USA,Wind,2005,13039199193000.0
Coram Tehachapi,USA,Wind,1992,6520327000000.0
Corbin Russwin Phase 3 Berlin,USA,Solar,2018,20533057312000.0
Corcoran,USA,Solar,2014,17550680174000.0
Corcoran CSG,USA,Solar,2019,21380976119000.0
Corcoran Solar,USA,Solar,2013,16843190993000.0
Corcoran Solar 2,USA,Solar,2015,18206020741000.0
Corcoran Solar 3,USA,Solar,2016,18695110842000.0
Cordell Hull,USA,Hydro,1973,1425376000000.0
Cordova Energy,USA,Gas,2001,10581929774000.0
CoreSite Real Estate 1656 McCarthy  L.P.,USA,Oil,2000,10250947997000.0
CoreSite Real Estate 2901 Coronado  L.P.,USA,Oil,2010,15048964444000.0
CoreSite Real Estate 2972 Stender  L.P.,USA,Oil,2011,15599728123000.0
CoreSite Real Estate 3032 Coronado  L.P.,USA,Oil,2015,18206020741000.0
CoreSite Real Estate 55 S. Market Street,USA,Oil,2007,14474226905000.0
Cork Oak Solar,USA,Solar,2018,20533057312000.0
Cornelius Delivery No 1,USA,Oil,2007,14474226905000.0
Cornell,USA,Hydro,1976,1873412000000.0
Cornell Geneva Solar Farm,USA,Solar,2016,18695110842000.0
Cornell Hydro,USA,Hydro,1982,3343789000000.0
Cornell Snyder Road Solar Array,USA,Solar,2014,17550680174000.0
Cornell University Central Heat,USA,Gas,2005,13039199193000.0
Cornerstone Power Holmdel LLC,USA,Solar,2013,16843190993000.0
Cornerstone Power Vineland I LLC,USA,Solar,2012,16253972230000.0
Cornillie,USA,Solar,2018,20533057312000.0
Corning,USA,Oil,1993,6858559000000.0
Corning Pharmaceutical Glass,USA,Solar,2012,16253972230000.0
Cornwall Solar Center  LLC,USA,Solar,2016,18695110842000.0
Corona,USA,Hydro,1983,3634038000000.0
Coronado,USA,Coal,1980,2857307000000.0
Coronal Lost Hills,USA,Solar,2015,18206020741000.0
Coronus Adelanto West 1,USA,Solar,2015,18206020741000.0
Coronus Adelanto West 2,USA,Solar,2015,18206020741000.0
Corpus Christi,USA,Gas,1989,5641580000000.0
Corpus Christi Energy Center,USA,Gas,2002,10929112955000.0
Corpus Refinery,USA,Gas,1988,5236438000000.0
Correctional Solar LLC,USA,Solar,2018,20533057312000.0
Corvus Community Solar,USA,Solar,2018,20533057312000.0
Cos Cob,USA,Oil,1982,3343789000000.0
Cosgrove Intake and Power Station,USA,Hydro,1969,1019900000000.0
Coso Energy Developers,USA,Geothermal,1989,5641580000000.0
Coso Finance Partners,USA,Geothermal,1987,4855215000000.0
Coso Power Developers,USA,Geothermal,1989,5641580000000.0
Costa Sur,USA,Oil,1962,605100000000.0
Costco Lake Drive,USA,Gas,2019,21380976119000.0
Cosumnes,USA,Gas,2006,13815586948000.0
Cottage Grove CSG  LLC,USA,Solar,2018,20533057312000.0
Cottage Grove Project CSG,USA,Solar,2018,20533057312000.0
Cottage Street Solar Facility,USA,Solar,2014,17550680174000.0
Cotten Farm  LLC,USA,Solar,2016,18695110842000.0
Cotton Center Solar Hybrid,USA,Solar,2011,15599728123000.0
Cotton Plains Wind Farm,USA,Wind,2017,19477336549000.0
Cottonwood Energy Project,USA,Gas,2003,11456442041000.0
Cottonwood Solar  LLC,USA,Solar,2018,20533057312000.0
Cottonwood Solar  LLC (City of Corcoran),USA,Solar,2015,18206020741000.0
Cottonwood Solar  LLC (Goose Lake),USA,Solar,2015,18206020741000.0
Cottonwood Solar  LLC Cottonwood Carport,USA,Solar,2016,18695110842000.0
Cottonwood Wind Energy Center,USA,Wind,2017,19477336549000.0
Cougar,USA,Hydro,1964,685800000000.0
Cougar Solar  LLC,USA,Solar,2018,20533057312000.0
Coughlin Power Station,USA,Gas,1986,4579631000000.0
County College of Morris,USA,Solar,2013,16843190993000.0
County Home Solar Center  LLC,USA,Solar,2016,18695110842000.0
County Home Solar LLC,USA,Solar,2018,20533057312000.0
County of San Diego SBRC,USA,Solar,2019,21380976119000.0
Countyside Genco LLC,USA,Waste,2012,16253972230000.0
Courtenay Wind Farm,USA,Wind,2017,19477336549000.0
Covanta Alexandria/Arlington Energy,USA,Waste,1987,4855215000000.0
Covanta Babylon Inc,USA,Waste,1989,5641580000000.0
Covanta Bristol Energy,USA,Waste,1988,5236438000000.0
Covanta Delano Energy,USA,Waste,1991,6158129000000.0
Covanta Delaware Valley,USA,Waste,1991,6158129000000.0
Covanta Essex Company,USA,Waste,1990,5963144000000.0
Covanta Fairfax Energy,USA,Waste,1990,5963144000000.0
Covanta Haverhill,USA,Waste,1989,5641580000000.0
Covanta Hempstead,USA,Waste,1989,5641580000000.0
Covanta Hennepin Energy,USA,Waste,1989,5641580000000.0
Covanta Indianapolis Energy,USA,Waste,1988,5236438000000.0
Covanta Lake County Energy,USA,Waste,1990,5963144000000.0
Covanta Marion Inc,USA,Waste,1986,4579631000000.0
Covanta Mendota,USA,Waste,1989,5641580000000.0
Covanta Niagara I  LLC,USA,Waste,1980,2857307000000.0
Covanta Plymouth Renewable Energy,USA,Waste,1992,6520327000000.0
Covanta Southeastern Connecticut Company,USA,Waste,1992,6520327000000.0
Covanta Stanislaus Energy,USA,Waste,1988,5236438000000.0
Covanta Tulsa Renewable Energy LLC,USA,Waste,1989,5641580000000.0
Cove Hydroelectric,USA,Hydro,1990,5963144000000.0
Cove Point LNG Terminal,USA,Gas,2010,15048964444000.0
Covel Gardens Gas Recovery,USA,Waste,2005,13039199193000.0
Coventry Clean Energy Corporation,USA,Waste,2006,13815586948000.0
Coventry Photovoltaic  LLC,USA,Solar,2014,17550680174000.0
Covington Facility,USA,Waste,1996,8073122000000.0
Covington Solar Farm,USA,Solar,2018,20533057312000.0
Cow Branch,USA,Wind,2008,14769857911000.0
Cowans Ford,USA,Hydro,1964,685800000000.0
Cowiche,USA,Hydro,1987,4855215000000.0
Cowlitz Falls,USA,Hydro,1994,7287236000000.0
Cox Battery Energy Storage,USA,Storage,2017,19477336549000.0
Cox Waste to Energy,USA,Waste,1996,8073122000000.0
Coyote,USA,Coal,1981,3207041000000.0
Coyote Creek,USA,Hydro,1984,4037613000000.0
Coyote Ridge,USA,Wind,2020,21060473613000.0
Coyote Ridge Community Solar,USA,Solar,2017,19477336549000.0
Coyote Springs,USA,Gas,1995,7639749000000.0
Coyote Springs II,USA,Gas,2003,11456442041000.0
Crafton Hills College Solar Farm,USA,Solar,2012,16253972230000.0
Craig (AK),USA,Oil,1997,8577554457000.0
Craig (CO),USA,Coal,1981,3207041000000.0
Cranberry Solar,USA,Solar,2017,19477336549000.0
Cranbury,USA,Solar,2012,16253972230000.0
Crane Creek Wind Energy Center,USA,Wind,2010,15048964444000.0
Crane Solar Facility,USA,Solar,2017,19477336549000.0
Crater Community Solar,USA,Solar,2018,20533057312000.0
Craven County Wood Energy LP,USA,Waste,1990,5963144000000.0
Crawfordsville 2 Solar Park,USA,Solar,2020,21060473613000.0
Crawfordsville 3 Solar Park,USA,Solar,2020,21060473613000.0
Crawfordsville Power Plant,USA,Coal,1961,563300000000.0
Crayola Solar Project,USA,Solar,2010,15048964444000.0
Creech Solar 2  LLC,USA,Solar,2017,19477336549000.0
Creed Energy Center,USA,Gas,2003,11456442041000.0
Crescent Dunes Solar Energy,USA,Solar,2015,18206020741000.0
Crescent Ridge,USA,Wind,2006,13815586948000.0
Creston Ridge II  LLC,USA,Wind,2017,19477336549000.0
Creston Ridge Wind Farm,USA,Wind,2016,18695110842000.0
Crestwood Dothan,USA,Oil,1998,9062818202000.0
Crestwood Solar Center LLC,USA,Solar,2016,18695110842000.0
Creswell Alligood Solar  LLC,USA,Solar,2015,18206020741000.0
Crete,USA,Gas,1973,1425376000000.0
Crete Energy Venture LLC,USA,Gas,2002,10929112955000.0
Crisfield,USA,Oil,1968,942500000000.0
Crist,USA,Coal,1969,1019900000000.0
Criterion,USA,Wind,2011,15599728123000.0
Crittenden Solar Facility,USA,Solar,2018,20533057312000.0
Crocker Wind Farm,USA,Wind,2019,21380976119000.0
Crockett Cogen Project,USA,Gas,1996,8073122000000.0
Crockett Farm,USA,Solar,2015,18206020741000.0
Croda Atlas Point CHP,USA,Waste,2013,16843190993000.0
Crofton Bluffs Wind LLC,USA,Wind,2012,16253972230000.0
Crooked Run,USA,Solar,2020,21060473613000.0
Cross,USA,Coal,1998,9062818202000.0
Cross Winds Energy Park,USA,Wind,2017,19477336549000.0
Crossroads Energy Center,USA,Gas,2002,10929112955000.0
Crossroads Wind Farm,USA,Wind,2012,16253972230000.0
Crosswind Energy Project,USA,Wind,2007,14474226905000.0
Croswell,USA,Oil,1989,5641580000000.0
Crotched Mountain Rehabilitation Center,USA,Oil,1990,5963144000000.0
Crown Cooling Facility,USA,Solar,2012,16253972230000.0
Crowned Ridge Wind Energy Center,USA,Wind,2020,21060473613000.0
Croydon CT Generating Station,USA,Oil,1974,1545243000000.0
Crux Community Solar,USA,Solar,2019,21380976119000.0
Crystal,USA,Hydro,1978,2351599000000.0
Crystal Lake 3 LLC,USA,Wind,2010,15048964444000.0
Crystal Mountain,USA,Oil,1970,1073303000000.0
Crystal River,USA,Gas,2003,11456442041000.0
Crystal Springs,USA,Hydro,1988,5236438000000.0
Culbertson Generation Station,USA,Gas,2011,15599728123000.0
Cumberland (NJ),USA,Gas,2000,10250947997000.0
Cumberland (TN),USA,Coal,1973,1425376000000.0
Cumberland (WI),USA,Gas,1984,4037613000000.0
Cumberland County PA LFG Recovery,USA,Waste,2009,14478064934000.0
Cumberland County Solid Waste Complex,USA,Waste,2008,14769857911000.0
Cumberland Rose,USA,Wind,2012,16253972230000.0
Cumberland Solar,USA,Solar,2019,21380976119000.0
Cumblerland Land Holdings  LLC,USA,Solar,2019,21380976119000.0
Cuming County Renewables  LLC,USA,Wind,2020,21060473613000.0
